flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
390,Lufthansa,LH,LH6097,FRA,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/13/2024,8/10/2023,16.37,4210,1512.44
391,Lufthansa,LH,LH1504,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/12/2024,5/1/2025,14.27,3398,202.1
392,Ethiopian Airlines,ET,ET4205,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/11/2025,7/11/2026,5.65,8176,2411.53
393,Lufthansa,LH,LH4336,FRA,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/10/2023,5/14/2023,14.62,4073,2970.64
394,Singapore Airlines,SQ,SQ9811,SIN,KUL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/8/2025,1/14/2026,17.13,8451,3003.92
395,Iberia,IB,IB1120,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/18/2024,8/21/2025,9.92,7536,771.86
396,Avianca,AV,AV9282,BOG,LIM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/21/2024,9/5/2025,15.48,5090,1348.19
397,Ethiopian Airlines,ET,ET3932,ADD,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/15/2025,8/21/2025,13.74,8354,2855.95
398,Delta Air Lines,DL,DL5099,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/3/2023,2/20/2026,9.92,5889,1584.18
399,Delta Air Lines,DL,DL2142,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/24/2022,3/23/2025,17.58,7832,234.49
400,Emirates,EK,EK9741,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/10/2023,1/11/2023,16.75,847,188.67
401,All Nippon Airways,NH,NH9718,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/21/2026,1/19/2025,3.09,8829,71.25
402,South African Airways,SA,SA2814,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/3/2026,12/13/2025,3.5,7464,801.05
403,Ethiopian Airlines,ET,ET6876,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/2/2026,8/5/2024,9.98,1827,1827.79
404,Emirates,EK,EK1268,DXB,DEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/7/2026,6/5/2024,8.23,6349,2478.38
405,Aeroméxico,AM,AM1425,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/11/2026,9/10/2024,14.58,5869,721.73
406,Qatar Airways,QR,QR2054,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/5/2025,4/15/2025,17.33,4588,3122.26
407,United Airlines,UA,UA3991,LAX,SEA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/18/2026,11/5/2026,12.18,2876,94.62
408,Air France,AF,AF8349,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/15/2025,4/23/2022,15.78,5086,2273.05
409,Emirates,EK,EK2108,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/31/2025,11/21/2024,11.0,3583,2278.86
410,Qatar Airways,QR,QR5179,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/4/2022,8/25/2022,15.68,2029,2422.21
411,Korean Air,KE,KE2630,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/8/2022,10/20/2024,9.75,5099,227.04
412,All Nippon Airways,NH,NH7338,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/5/2026,11/8/2025,0.64,8848,608.19
413,KLM Royal Dutch Airlines,KL,KL4572,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/13/2022,4/4/2025,3.68,5640,1720.27
414,KLM Royal Dutch Airlines,KL,KL3076,AMS,CPT,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/30/2025,8/9/2025,4.16,4622,2785.25
415,United Airlines,UA,UA9984,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/24/2023,9/10/2026,4.28,3256,46.08
416,Air New Zealand,NZ,NZ4231,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/11/2026,11/1/2026,5.86,7381,2021.8
417,SAS Scandinavian,SK,SK5933,CPH,MUC,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/24/2026,8/28/2025,11.09,7579,579.39
418,Air New Zealand,NZ,NZ3854,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/14/2023,5/16/2024,1.95,5274,481.92
419,Lufthansa,LH,LH6097,FRA,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/3/2024,1/1/2024,14.26,4855,568.93
420,Alitalia,AZ,AZ5224,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/28/2022,8/26/2023,5.33,1123,1892.75
421,Southwest Airlines,WN,WN2879,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/23/2023,1/16/2022,13.82,8431,1341.07
422,South African Airways,SA,SA2954,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/25/2025,7/30/2024,11.8,1027,2373.5
423,Delta Air Lines,DL,DL8502,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/14/2022,9/3/2022,9.07,2325,560.93
424,Qatar Airways,QR,QR1777,DOH,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/29/2026,8/29/2025,14.57,2941,535.53
425,Lufthansa,LH,LH6057,FRA,MAD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/3/2025,6/24/2023,11.59,8042,1793.73
426,Ethiopian Airlines,ET,ET8685,ADD,MAD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/2/2024,12/17/2022,7.57,6798,1476.17
427,Iberia,IB,IB4654,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/31/2025,9/25/2024,10.41,6041,1701.98
428,Korean Air,KE,KE4361,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/27/2022,7/29/2022,15.05,4670,2985.0
429,Air India,AI,AI9853,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/25/2026,10/31/2026,4.27,8845,3230.97
430,Cathay Pacific,CX,CX1836,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/14/2026,1/21/2023,11.21,3250,3141.14
431,Iberia,IB,IB1036,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/19/2026,4/20/2026,4.47,1565,2958.22
432,Korean Air,KE,KE7908,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/28/2026,4/8/2023,10.23,3885,978.55
433,SAS Scandinavian,SK,SK5172,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/4/2026,10/28/2026,11.26,5507,628.51
434,Air New Zealand,NZ,NZ7721,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/2/2022,7/19/2023,16.91,4385,2658.98
435,Aeroméxico,AM,AM8303,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/23/2024,5/20/2025,0.64,7417,1408.04
436,SAS Scandinavian,SK,SK3409,CPH,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/4/2026,3/16/2024,4.82,4584,2933.14
437,South African Airways,SA,SA5534,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/17/2026,1/13/2025,13.53,8860,2285.85
438,Cathay Pacific,CX,CX5129,HKG,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/9/2026,12/10/2026,14.54,1746,114.67
439,Thai Airways,TG,TG7327,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/19/2026,2/22/2022,7.62,2228,991.44
440,Cathay Pacific,CX,CX9649,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/31/2026,12/7/2023,10.35,8803,1878.77
441,Qantas,QF,QF4866,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/25/2023,8/20/2023,10.4,5151,2644.05
442,Air New Zealand,NZ,NZ7374,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/9/2023,11/16/2026,8.8,395,272.19
443,Thai Airways,TG,TG2437,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/3/2025,6/28/2024,17.6,5314,1742.23
444,LATAM Airlines,LA,LA4744,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/18/2025,7/28/2025,12.43,7488,386.53
445,Singapore Airlines,SQ,SQ3533,SIN,BKK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/9/2025,12/8/2024,15.59,6692,105.94
446,British Airways,BA,BA4570,LHR,YVR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/16/2025,4/12/2022,11.74,4428,1590.02
447,Alitalia,AZ,AZ3705,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/10/2025,8/15/2023,2.5,612,2241.65
448,Ethiopian Airlines,ET,ET5125,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/8/2024,4/22/2023,5.38,8519,2547.5
449,Cathay Pacific,CX,CX9990,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/4/2022,6/22/2022,15.72,3942,485.06
450,Qantas,QF,QF4801,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/11/2025,9/3/2025,0.34,7836,3197.94
451,Qatar Airways,QR,QR9262,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/19/2026,5/22/2023,14.06,4063,3448.98
452,Cathay Pacific,CX,CX1637,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/25/2022,2/18/2025,13.37,3362,3356.52
453,Ethiopian Airlines,ET,ET8518,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/8/2024,2/9/2026,6.73,7960,2420.71
454,Air Canada,AC,AC5997,YYZ,BOG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/23/2025,10/31/2023,10.28,5239,2440.49
455,South African Airways,SA,SA7154,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/9/2025,12/24/2026,4.01,8016,1186.92
456,British Airways,BA,BA1599,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/30/2024,12/23/2025,3.99,5669,2659.18
457,Thai Airways,TG,TG7280,BKK,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/22/2026,6/14/2025,12.07,4749,690.84
458,Air India,AI,AI3641,DEL,CAI,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/21/2025,2/11/2026,7.55,1379,1494.05
459,Delta Air Lines,DL,DL8321,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/5/2024,3/17/2024,5.97,7715,903.51
460,Southwest Airlines,WN,WN2418,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/16/2022,1/29/2026,14.13,119,1976.6
461,Delta Air Lines,DL,DL3070,JFK,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/1/2024,3/8/2022,3.91,735,589.07
